,0
211,0.05763840429444918
212,0.05673974144506934
213,0.056531527211550595
214,0.05554758056494889
215,0.05408682912787524
216,0.05373957561615768
217,0.05347976167782279
218,0.05243844481590049
219,0.05187488003167331
220,0.051322265978425985
221,0.04986577085485938
222,0.049144661367458244
223,0.04845850369799889
224,0.04800542293957126
225,0.047664519688193914
226,0.046522205273299484
227,0.046365376207981826
228,0.04552370323167155
229,0.044653478503209
230,0.04352236987606016
231,0.043260373937676934
232,0.04295539953846183
233,0.04198625025466858
234,0.04162710836087436
235,0.04133229587629245
236,0.0410900251487118
237,0.040704720276900586
238,0.039717031997700755
239,0.03943449551591871
240,0.03844805487461139
241,0.03801254012986437
242,0.037959584056213594
243,0.036936522766262976
244,0.03645839555454435
245,0.035874741808504675
246,0.03513423942069077
247,0.0350776367660852
248,0.03460050974045895
249,0.03403481611469721
250,0.03357027775641283
251,0.033403683384078
252,0.03297842391293876
253,0.03282467024308015
254,0.032438221018682115
255,0.03200617796759388
256,0.031493215913656565
257,0.03096444455981141
258,0.030243897242860765
259,0.02995800214204066
260,0.02966271159145415
261,0.029294707114974925
262,0.02863305386490722
263,0.02832572738290776
264,0.027865232152355444
265,0.02731899938920487
266,0.026948618892238794
267,0.026585630051252928
268,0.026325399772307658
269,0.025962940836132604
270,0.025758300516497818
271,0.025402056570678972
272,0.02496588981556151
273,0.024319960932220705
274,0.02378591341008765
275,0.023193343061711075
276,0.022946878580220348
277,0.022603270672248158
278,0.02214546204506376
279,0.022008091453523553
280,0.02173211581888207
281,0.02138052530450377
282,0.021268873953624135
283,0.020998449195201153
284,0.020779545772176618
285,0.020238820648955474
286,0.02005145451335988
287,0.019783264441415316
288,0.019384619534869956
289,0.019273264348555287
290,0.01911529992096851
291,0.018694930926902484
292,0.018421276056184467
293,0.0183466310029734
294,0.018261515965776503
295,0.01806115633384383
296,0.01784509199211007
297,0.01761008964512828
298,0.017353895244300616
299,0.017038047950993337
300,0.016630213394349173
301,0.016208052457031212
302,0.015861069455667343
303,0.01561821025218172
304,0.01545009579493811
305,0.015263004234614979
306,0.015081804272871546
307,0.014910321941013127
308,0.01474046510168345
309,0.014657115674429153
310,0.014304619714588901
311,0.014144216458674086
312,0.013942651211355031
313,0.013716232629172808
314,0.01312739062348057
315,0.012967443077375579
316,0.012857360503848754
317,0.012599539626271252
318,0.012306309427390263
319,0.012290465166774369
320,0.012060295116123072
321,0.01184674119280031
322,0.011824721970624482
323,0.011584514546375652
324,0.011468714402023647
325,0.011226711352306584
326,0.011109781949454679
327,0.011026046038313825
328,0.010878577260858075
329,0.010866659323749582
330,0.010512111533947419
331,0.010425801069613634
332,0.010312177998643802
333,0.010183358877341453
334,0.010020819137501073
335,0.009843193376227766
336,0.009753220821043072
337,0.00951289009206181
338,0.009298808626945416
339,0.009239207470792956
340,0.009082858390294072
341,0.00897033654317029
342,0.008804602653856203
343,0.008713139837383387
344,0.008607380713240123
345,0.008487829002232857
346,0.008277645986826633
347,0.00818193594227341
348,0.008051754969196174
349,0.007933469595489398
350,0.007770284347465723
351,0.007704691137980721
352,0.007627150284189868
353,0.007336727614504111
354,0.007227802277154368
355,0.007164889787208912
356,0.007067046105832518
357,0.007007805174340002
358,0.006939598403387847
359,0.006793697723949314
360,0.006726414029678755
361,0.006550564169203181
362,0.006466228150975955
363,0.006384346754286601
364,0.006167061200655271
365,0.0060437371990707135
366,0.005934971269568444
367,0.005895997585007278
368,0.005818378886320431
369,0.005764271316055888
370,0.005650874942377199
371,0.005588144186651005
372,0.0054945284627177194
373,0.005297607858792805
374,0.005275713343494543
375,0.005069531425492025
376,0.004961463786902119
377,0.0048738505761054055
378,0.00478791142836982
379,0.00473958365993308
380,0.004640089434753049
381,0.004549825911804272
382,0.004540656288088015
383,0.004409733962284416
384,0.004329036717792199
385,0.004241150226811739
386,0.004143059105726749
387,0.0041184602770473954
388,0.004063938259255618
389,0.004010564930596416
390,0.003994263125296131
391,0.003925582074509297
392,0.003901833616167303
393,0.0037982414077392347
394,0.0036984673956443836
395,0.0036756869294606942
396,0.0035545863847786675
397,0.0035153181641480987
398,0.0034472079545955817
399,0.003402595135109712
400,0.0033631971040881527
401,0.0033144335304908534
402,0.0032343105778369404
403,0.003193964952757455
404,0.003108398021457499
405,0.0030626041341438653
406,0.003032146055101254
407,0.0029650284169385924
408,0.0029305486341449616
409,0.002897463646572649
410,0.002848711519173539
411,0.002831752378896622
412,0.002766515231586141
413,0.0026791185095604375
414,0.0026733322423442675
415,0.0025796028278340117
416,0.00254028026768307
417,0.002476808631768947
418,0.0024420239205624555
419,0.0024227152552370635
420,0.0023527163783230655
421,0.0023007314259931534
422,0.002283766518558578
423,0.00225535777684277
424,0.002186559757384845
425,0.002130727507989842
426,0.0020911868720803004
427,0.002060037216734891
428,0.002045942895195361
429,0.002023344963952812
430,0.001995765222793253
431,0.0019485443578591234
432,0.001921166858263573
433,0.0018837865881175064
434,0.0018034539285426009
435,0.001739812296619529
436,0.0017076629362738432
437,0.0016447811218517452
438,0.0016361386380920212
439,0.0016237739125044416
440,0.001582520021891193
441,0.0014912740019185746
442,0.0014693722008628412
443,0.0014452789439325924
444,0.0014230134326158699
445,0.0013852264981276256
446,0.001375316518462949
447,0.001309874290240276
448,0.001274547946391715
449,0.001240356806590589
450,0.0011924046794733526
451,0.0011688086914929635
452,0.0010984197947351772
453,0.0010671460399375263
454,0.001023854848976412
455,0.001005367513583077
456,0.0009553814215698048
457,0.0009460223982288663
458,0.000868244821745294
459,0.0008540716991602686
460,0.0008264835128735358
461,0.0007891682561711486
462,0.0007686042158502404
463,0.0007599796708561505
464,0.0007482835111106499
465,0.0007410908951548357
466,0.0007084672069774464
467,0.0007025901160822438
468,0.0007006578871834981
469,0.0006687082597321976
470,0.0006478779508758077
471,0.0006034886218978971
472,0.0005551893401182146
473,0.0005402244017980224
474,0.0005337614978732167
475,0.0005211376134148178
476,0.00047536414784705083
477,0.0004621233912139866
478,0.00042971466566752223
479,0.0004170142010982727
480,0.0003969934223726158
481,0.0003818277560958298
482,0.00037183619088566395
483,0.0003349867087745327
484,0.000321361374446145
485,0.00032035066473679714
486,0.00029857386862214616
487,0.00027748365930309267
488,0.00027105610285666865
489,0.00024416973790678643
490,0.00022993222903659052
491,0.0002211466544243626
492,0.00021024699519362343
493,0.00019890668658600116
494,0.00018964132581756224
495,0.00018730262001430084
496,0.0001721613538822385
497,0.00016992416757784977
498,0.00016002425326797317
499,0.00015310937207331447
500,0.00014430611737964132
501,0.00014319492676670147
502,0.00013539946209062322
503,0.00012997041649093625
504,0.00011491470521718328
505,0.00011007251316803842
506,9.414879147563046e-05
507,8.521162119966584e-05
508,8.308243686124641e-05
509,7.890606055265125e-05
510,7.590330106470596e-05
511,5.8536407165429516e-05
512,3.895182153010634e-05
513,3.4335833753766015e-05
514,2.8997672244412247e-05
515,2.7533073749467977e-05
516,2.6274102293973994e-05
517,2.4637890719480183e-05
518,1.8172406520510998e-05
519,1.4521471743840403e-05
520,1.350683677704238e-05
521,1.1003247334793208e-05
522,9.97197453850876e-06
523,3.6946302435978755e-06
524,2.5969257145123854e-06
525,1.7669270604790559e-06
526,8.07060688594282e-29
527,6.847324402196964e-31
